name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes,normalized_category,target_kind,review_status,review_gates,dedupe_key,source_file
American Child Care Centers - McDowell,5933 W McDowell Rd,Phoenix,AZ,85035,USA,childcare,daycare and early childhood education,infant care; toddler play group; preschool; pre-K; after-school care; AZ DES provider,"Phoenix childcare center offering infant, toddler, preschool/pre-K and other early-learning programs in a play-based environment.",https://www.americanchildcarecenters.net/childcare-mcdowell-5933-w-mcdowell-rd-phoenix-az-85035,https://www.instagram.com/americanchildcarecenters/,https://www.facebook.com/AmericanChildcareCenters/,,https://www.americanchildcarecenters.net/,American Child Care Centers official website,None stated,,"Official site lists exact Phoenix location, programs and states it is a certified AZ DES Child Care provider.",Children & Family,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,american child care centers mcdowell|5933 w mcdowell rd|phoenix|az,52.csv
American Child Care Centers - Thomas,4715 W Thomas Rd,Phoenix,AZ,85031,USA,childcare,daycare and early childhood education,infant care; toddler play group; preschool; pre-K; after-school care; AZ DES provider,"Phoenix childcare center offering infant, toddler, preschool/pre-K and other early-learning programs in a play-based environment.",https://www.americanchildcarecenters.net/childcare-thomas-4715-w-thomas-rd-phoenix-az-85031,https://www.instagram.com/americanchildcarecenters/,https://www.facebook.com/AmericanChildcareCenters/,,https://www.americanchildcarecenters.net/,American Child Care Centers official website,None stated,,"Official site lists exact Phoenix location, programs and states it is a certified AZ DES Child Care provider.",Children & Family,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,american child care centers thomas|4715 w thomas rd|phoenix|az,52.csv
A.M. Accounting Services LLC,11811 N Tatum Blvd Ste 3031,Phoenix,AZ,85028,USA,finance,accounting and tax services,tax preparation; business accounting; IRS issues; consulting; financial goals,"Phoenix accounting firm serving individuals, business owners, executives and independent professionals with tax, accounting and consulting services.",https://www.amaccountingservices.com/,,https://www.facebook.com/AM-Accounting-Services-LLC-206498636110142,,https://www.amaccountingservices.com/,A.M. Accounting Services official website,None stated,,"Official site lists Phoenix address, tax preparation, business/accounting, government-issue and consulting services.",Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,a m accounting services llc|11811 n tatum blvd ste 3031|phoenix|az,52.csv
Afri-Soul Education Center,1021 E Washington St,Phoenix,AZ,85034,USA,finance,business incubator and entrepreneur support,small business incubation; coaching; classes; workshops; affordable office space; marketplace,"BIPOC-led small-business incubator offering coaching, classes, affordable spaces, marketplace and cultural programming.",https://afri-soul.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,BIPOC-led (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,"DTPHX explicitly states BIPOC-led and lists services, address and official website.",Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,afri soul education center|1021 e washington st|phoenix|az,52.csv
Big Bacon's,719 E Roosevelt St,Phoenix,AZ,85006,USA,food,soul food restaurant,Chicago soul food; fried chicken; jerk salmon; lamb chops; banana pudding; catering,Chicago-inspired home-cooked soul food restaurant with pickup ordering and catering in downtown Phoenix.,https://bigbacons.com/,,,,https://bigbacons.com/,Big Bacon's official website,Black-owned; family kitchen (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,"Official site lists Phoenix address, menu, hours, ordering and catering; DTPHX identifies owner Adriane Harris and Black-owned listing.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,big bacon s|719 e roosevelt st|phoenix|az,52.csv
Black Theatre Troupe,1333 E Washington St,Phoenix,AZ,85034,USA,nightlife,performing arts and theatre,theatre; live performances; cultural programming; tickets; donations,Long-running Eastlake Park performing-arts organization presenting live theatre and cultural programming.,https://www.blacktheatretroupe.org/,https://www.instagram.com/blacktheatretroupe/,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-led/community Black theatre (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,DTPHX describes its Black community history and provides official website/social and address.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,black theatre troupe|1333 e washington st|phoenix|az,52.csv
Chilte,765 Grand Ave,Phoenix,AZ,85007,USA,food,Mexican restaurant,Mexican food; global flavors; restaurant dining; catering,"Brick-and-mortar restaurant blending traditional Mexican flavors with global influences, founded by Lawrence Smith and Aseret Arroyo.",https://www.chiltephx.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-owned; founded by Lawrence Smith and Aseret Arroyo (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,"DTPHX provides founders, Phoenix address, description and official website.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,chilte|765 grand ave|phoenix|az,52.csv
Grassrootz Bookstore and Juice Bar,1145 E Washington St #200,Phoenix,AZ,85034,USA,retail,bookstore and juice bar,Black-authored books; bookstore; juice bar; coworking; community events,"Community bookstore focused on books by Black authors and the Black experience, with juice bar, coworking and event space.",https://grassrootzbookstore.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-owned (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,DTPHX states Ali Nervis opened the store and provides address and official website.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,grassrootz bookstore and juice bar|1145 e washington st 200|phoenix|az,52.csv
Latha Restaurant & Bar,628 E Adams St,Phoenix,AZ,85004,USA,food,African diaspora restaurant and bar,African food; Brazilian food; Caribbean food; Southern food; wine; beer; spirits,"Restaurant and bar celebrating flavors of Africa and the African diaspora, with locally and responsibly sourced ingredients.",https://lathaphx.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-owned (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,"DTPHX Black-Owned Businesses article provides address, description and official website link.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,latha restaurant bar|628 e adams st|phoenix|az,52.csv
Mrs. White's Golden Rule Cafe,808 E Jefferson St,Phoenix,AZ,85034,USA,food,Southern soul food restaurant,fried chicken; fried catfish; smothered pork chops; home-style sides; catering,Family-run Phoenix soul food institution serving classic Southern fried meals since 1964.,https://www.mrswhitescafe.com/,,,,https://www.mrswhitescafe.com/,Mrs. White's official website,Family-owned and operated (self-stated),https://www.mrswhitescafe.com/,Official site explicitly states family-run and family-owned/operated; address and open-seven-days status are listed.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,mrs white s golden rule cafe|808 e jefferson st|phoenix|az,52.csv
Stadium Sports Bar & Lounge,50 W Jefferson St,Phoenix,AZ,85003,USA,nightlife,sports bar and lounge,sports bar; tailgate experience; entertainment; drinks; community events,"CityScape sports bar and lounge focused on sports viewing, entertainment and an inviting community atmosphere.",https://stadiumphx.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-owned; owner Que Quinn (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,DTPHX identifies owner Que Quinn and provides address and official website.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,stadium sports bar lounge|50 w jefferson st|phoenix|az,52.csv
Sweet Crimes Candy Vault,114 W Adams St Suite C-106,Phoenix,AZ,85003,USA,food,dessert and candy shop,ice cream; candy; sundaes; nostalgic candy; comfort desserts,"Micro ice-cream shop, candy store and dessert spot mash-up offering sundaes, classic candy and comfort desserts.",https://www.sweetcrimescandyvaultphx.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-owned; jointly operated by Andy Milsap and Grace Foster (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,"DTPHX provides address, official website and named operators.",Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,sweet crimes candy vault|114 w adams st suite c 106|phoenix|az,52.csv
Tipsy Scoop Phoenix Barlour,355 N Central Ave Suite 102,Phoenix,AZ,85004,USA,food,ice cream and dessert bar,boozy ice cream; ice cream; dessert; barlour,Phoenix dessert bar serving Tipsy Scoop products; DTPHX identifies local mother-daughter franchise owners.,https://tipsyscoop.com/,,,,https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,Downtown Phoenix Inc.,Black-owned/franchise owned by Tamika Wooten and Dominika Cheatham (source-backed),https://dtphx.org/post/black-owned-businesses-in-downtown-phoenix,DTPHX explicitly identifies the mother-daughter owners and provides address and official brand site.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,tipsy scoop phoenix barlour|355 n central ave suite 102|phoenix|az,52.csv
